camera,person_a,person_b,timestamp,duration_seconds
ROOM,sarisht,shrayan,2026-08-07 12:48:03,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:03,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:03,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:03,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:03,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:04,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:04,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:04,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:04,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:04,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:04,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:04,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:05,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:05,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:06,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:06,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:07,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:07,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:07,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:07,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:07,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:07,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:08,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:08,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:08,0.00
ROOM,satyabrata,sarisht,2026-08-07 12:48:05,1.37
ROOM,sarisht,shrayan,2026-08-07 12:48:08,0.00
ROOM,satyabrata,sarisht,2026-08-07 12:48:07,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:08,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:09,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:09,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:09,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:09,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:09,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:10,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:10,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:10,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:10,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:10,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:10,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:12,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:12,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:12,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:12,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:12,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:12,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:13,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:13,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:13,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:13,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:13,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:14,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:14,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:14,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:14,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:14,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:14,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:15,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:15,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:15,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:15,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:15,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:15,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:16,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:16,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:16,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:16,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:16,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:17,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:17,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:17,0.00
ROOM,sarisht,shrayan,2026-08-07 12:48:19,0.00
ROOM,Unknown-CAM2-1,Unknown-CAM2-2,2026-08-07 15:35:47,0.25
ROOM,Unknown-CAM2-1,Unknown-CAM2-2,2026-08-07 15:35:48,0.69
ROOM,Unknown-CAM2-1,Unknown-CAM2-5,2026-08-07 15:35:47,0.00
ROOM,Unknown-CAM2-3,Unknown-CAM2-8,2026-08-07 15:35:51,0.00
ROOM,sarisht,shrayan,2026-08-07 15:35:50,1.14
ROOM,sarisht,shrayan,2026-08-07 15:35:51,2.17
ROOM,sarisht,shrayan,2026-08-07 15:35:54,0.94
ROOM,sarisht,Unknown-CAM2-3,2026-08-07 15:35:55,0.34
ROOM,sarisht,shrayan,2026-08-07 15:35:55,0.36
ROOM,Om,sarisht,2026-08-07 15:35:55,0.00
ROOM,sarisht,shrayan,2026-08-07 15:35:56,0.55
ROOM,sarisht,Unknown-CAM2-11,2026-08-07 15:35:57,0.11
ROOM,sarisht,shrayan,2026-08-07 15:35:58,0.18
ROOM,sarisht,shrayan,2026-08-07 15:35:58,0.00
ROOM,sarisht,shrayan,2026-08-07 15:35:59,0.00
ROOM,sarisht,shrayan,2026-08-07 15:35:59,0.00
ROOM,sarisht,shrayan,2026-08-07 15:35:59,0.19
ROOM,sarisht,shrayan,2026-08-07 15:35:59,0.00
ROOM,sarisht,shrayan,2026-08-07 15:35:59,0.00
ROOM,sarisht,shrayan,2026-08-07 15:35:58,0.12
ROOM,sarisht,shrayan,2026-08-07 15:36:00,0.42
ROOM,sarisht,shrayan,2026-08-07 15:36:01,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:01,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:01,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:01,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:02,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:02,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:02,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:02,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:02,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:02,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:02,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:02,0.00
ROOM,sarisht,Unknown-CAM2-12,2026-08-07 15:36:02,0.26
ROOM,shrayan,Unknown-CAM2-12,2026-08-07 15:36:02,0.49
ROOM,sarisht,sarisht,2026-08-07 15:36:08,0.00
ROOM,sarisht,sarisht,2026-08-07 15:36:09,0.00
ROOM,sarisht,sarisht,2026-08-07 15:36:09,0.00
ROOM,sarisht,sarisht,2026-08-07 15:36:12,0.06
ROOM,sarisht,sarisht,2026-08-07 15:36:14,0.00
ROOM,sarisht,shrayan,2026-08-07 15:36:19,0.06
ROOM,Ayush_cofounder,Unknown-CAM2-39,2026-08-07 15:36:45,0.00
ROOM,Ayush_cofounder,Unknown-CAM2-39,2026-08-07 15:36:46,0.00
ROOM,Ayush_cofounder,sarisht,2026-08-07 15:36:51,0.13
ROOM,satyabrata,Unknown-CAM2-42,2026-08-07 15:36:53,0.70
ROOM,sarisht,satyabrata,2026-08-07 15:36:58,0.00
ROOM,satyabrata,satyabrata,2026-08-07 15:36:54,1.61
ROOM,satyabrata,satyabrata,2026-08-07 15:36:56,2.58
